序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/01,松山,4.0,0.74,414.36,18.8,60,36,51.42,21.72,29.7,2.094,0.287,1.807,17.21,73.55
2,臺北市,2010/01,古亭,3.5,0.77,-,20.9,63,35,39.29,12.86,26.43,2.172,0.251,1.921,17.22,77.74
3,臺北市,2010/01,中山,4.1,0.9,-,17.3,64,39,46.54,17.69,28.84,2.363,0.329,2.035,17.62,73.84
4,臺北市,2010/01,萬華,3.2,0.84,-,20.4,54,33,37.72,11.35,26.36,-,-,-,16.79,76.26
5,臺北市,2010/01,陽明,2.5,0.33,393.5,42.8,20,13,4.71,1.06,3.62,-,-,-,12.21,90.14
6,臺北市,2010/01,士林,3.0,0.61,-,28.1,61,28,25.97,7.23,18.74,-,-,-,17.13,72.81
7,新北市,2010/01,板橋,4.9,0.8,-,23.0,58,33,38.47,10.37,28.1,2.456,0.407,2.049,17.2,70.26
8,新北市,2010/01,三重,6.2,2.08,-,-,79,41,145.82,102.23,43.59,2.83,0.89,1.94,16.95,72.0
9,新北市,2010/01,菜寮,4.2,0.89,-,22.6,56,32,42.54,15.19,27.35,-,-,-,17.32,72.68
10,新北市,2010/01,永和,3.7,1.08,-,20.6,58,36,50.67,24.29,26.38,2.48,0.435,2.046,17.37,73.57
11,新北市,2010/01,新莊,5.7,0.73,-,23.3,57,33,36.04,10.2,25.83,-,-,-,16.52,74.28
12,新北市,2010/01,新店,2.8,0.57,-,25.9,43,29,24.39,5.13,19.26,-,-,-,16.91,77.94
13,新北市,2010/01,淡水,3.2,0.52,-,28.8,48,28,19.97,5.09,14.88,-,-,-,-,-
14,新北市,2010/01,汐止,4.6,0.62,-,22.4,44,30,38.11,13.8,24.31,-,-,-,17.0,84.15
15,新北市,2010/01,土城,4.4,0.72,-,24.0,57,33,34.96,11.55,23.41,2.302,0.325,1.977,17.22,74.82
16,新北市,2010/01,林口,3.8,0.51,-,30.1,52,27,22.38,4.55,17.83,-,-,-,15.48,79.48
17,新北市,2010/01,萬里,2.5,0.37,-,35.1,57,25,10.33,2.28,8.04,-,-,-,16.51,83.44
18,臺中市,2010/01,西屯,3.1,0.6,-,23.8,69,43,32.76,10.84,21.91,2.163,0.304,1.859,17.22,71.2
19,臺中市,2010/01,忠明,3.9,0.77,-,19.3,64,42,41.6,13.62,27.99,2.167,0.386,1.782,17.65,71.98
20,臺中市,2010/01,豐原,4.0,0.7,-,19.5,63,34,29.86,7.13,22.72,1.983,0.263,1.72,16.44,74.42
21,臺中市,2010/01,沙鹿,4.1,0.54,-,25.8,67,42,24.89,5.12,19.77,-,-,-,16.37,77.16
22,臺中市,2010/01,大里,3.7,0.77,433.76,16.8,72,42,39.16,11.58,27.58,1.997,0.399,1.598,17.68,71.98
23,臺南市,2010/01,新營,4.2,0.54,-,22.4,100,54,29.24,6.7,22.54,2.271,0.162,2.109,18.34,77.74
24,臺南市,2010/01,善化,6.1,0.47,425.92,23.5,95,51,25.37,6.72,18.65,-,-,-,17.88,79.64
25,臺南市,2010/01,安南,4.2,0.51,-,26.8,98,53,26.73,6.22,20.51,2.11,0.226,1.884,17.48,74.35
26,臺南市,2010/01,臺南,4.9,0.67,-,27.3,94,58,29.93,5.51,24.42,2.048,0.3,1.748,18.53,74.36
27,高雄市,2010/01,楠梓,5.1,0.61,-,25.7,112,61,34.32,8.39,25.94,2.02,0.226,1.794,18.41,72.68
28,高雄市,2010/01,前金,7.2,0.74,-,30.1,108,71,35.88,7.29,28.59,2.303,0.302,2.001,18.97,74.17
29,高雄市,2010/01,前鎮,8.6,0.9,-,24.6,111,68,44.63,11.26,33.37,2.142,0.452,1.69,20.5,70.81
30,高雄市,2010/01,復興,9.6,1.18,-,26.1,119,61,51.98,15.39,36.59,2.729,0.605,2.124,19.91,75.37
31,高雄市,2010/01,小港,13.7,0.83,-,25.3,107,69,55.17,15.88,39.3,2.336,0.414,1.922,20.08,70.3
32,高雄市,2010/01,鳳山,12.8,0.81,-,25.6,126,64,45.99,12.32,33.67,2.311,0.505,1.806,19.68,74.13
33,高雄市,2010/01,林園,12.9,0.62,-,32.9,102,69,36.03,7.75,28.28,2.384,0.249,2.135,20.55,74.1
34,高雄市,2010/01,大寮,-,0.73,-,28.2,120,74,38.1,7.88,30.23,2.43,0.307,2.122,20.01,71.62
35,高雄市,2010/01,仁武,14.7,0.68,-,25.7,107,64,45.31,11.42,33.89,2.369,0.404,1.965,19.82,72.95
36,高雄市,2010/01,橋頭,6.1,0.66,-,26.8,97,67,34.2,7.06,27.14,-,-,-,18.83,72.83
37,高雄市,2010/01,美濃,2.8,0.53,-,30.7,92,54,19.86,5.02,14.85,-,-,-,19.47,76.22
38,基隆市,2010/01,基隆,3.1,0.55,-,29.1,42,27,22.01,6.84,15.18,1.971,0.176,1.795,16.64,78.95
39,新竹市,2010/01,新竹,4.8,0.66,-,21.3,64,41,31.49,9.51,21.99,2.276,0.293,1.983,16.79,75.25
40,嘉義市,2010/01,嘉義,4.9,0.67,-,20.5,101,61,31.99,6.31,25.68,2.23,0.271,1.958,17.98,71.85
41,宜蘭縣,2010/01,宜蘭,2.9,0.46,405.83,30.2,43,22,12.07,2.08,9.99,-,-,-,16.61,79.82
42,宜蘭縣,2010/01,冬山,2.4,0.5,-,25.1,39,23,19.52,5.95,13.56,-,-,-,16.69,82.46
43,桃園市,2010/01,桃園,8.7,0.67,-,23.8,66,34,31.77,8.4,23.37,2.038,0.277,1.761,16.43,77.95
44,桃園市,2010/01,中壢,6.8,1.14,-,18.9,79,36,56.85,25.64,31.21,2.608,0.563,2.045,15.93,82.81
45,桃園市,2010/01,大園,5.2,0.47,-,27.3,57,39,27.66,6.44,21.23,-,-,-,17.12,75.76
46,桃園市,2010/01,龍潭,3.7,0.59,-,27.6,61,27,27.17,6.78,20.4,-,-,-,14.91,78.76
47,桃園市,2010/01,平鎮,5.8,0.61,-,24.9,67,28,29.92,6.24,23.68,-,-,-,16.18,75.46
48,桃園市,2010/01,觀音,6.8,0.42,-,32.0,74,38,18.69,3.1,15.59,-,-,-,16.14,80.0
49,新竹縣,2010/01,竹東,2.3,0.5,-,25.1,46,30,19.19,4.04,15.15,-,-,-,16.26,75.87
50,新竹縣,2010/01,湖口,4.9,0.48,-,27.9,63,37,22.29,4.83,17.46,-,-,-,15.72,74.63
51,苗栗縣,2010/01,苗栗,4.2,0.61,-,19.6,62,34,31.74,10.45,21.29,-,-,-,16.16,76.66
52,苗栗縣,2010/01,頭份,4.2,0.55,-,23.3,63,35,26.76,7.02,19.74,2.213,0.189,2.023,16.19,78.08
53,苗栗縣,2010/01,三義,2.7,0.42,-,28.9,51,30,16.99,2.61,14.37,-,-,-,13.97,85.84
54,彰化縣,2010/01,彰化,5.5,0.62,-,17.1,75,48,39.59,11.99,27.6,2.06,0.265,1.795,16.49,71.04
55,彰化縣,2010/01,線西,5.1,0.49,-,27.6,72,42,22.66,4.82,17.84,1.897,0.165,1.732,16.89,76.54
56,彰化縣,2010/01,二林,3.2,0.43,-,25.7,75,47,19.77,3.76,16.01,-,-,-,16.98,75.33
57,南投縣,2010/01,南投,3.8,0.65,-,19.1,84,42,31.94,8.29,23.65,1.943,0.259,1.684,17.34,74.74
58,南投縣,2010/01,埔里,2.2,0.6,-,23.0,52,36,21.54,4.04,17.5,-,-,-,17.32,72.92
59,南投縣,2010/01,竹山,3.2,0.58,-,21.0,73,54,25.4,5.25,20.16,-,-,-,16.77,78.18
60,雲林縣,2010/01,斗六,3.7,0.58,-,22.5,86,55,27.33,5.0,22.33,-,-,-,17.89,75.77
61,雲林縣,2010/01,崙背,3.9,0.47,-,25.8,75,50,20.54,4.16,16.39,-,-,-,17.25,79.46
62,雲林縣,2010/01,臺西,4.3,0.39,-,35.9,72,43,14.81,2.92,11.88,1.935,0.184,1.751,17.3,80.91
63,嘉義縣,2010/01,朴子,3.9,0.48,-,28.6,97,46,19.38,3.06,16.31,-,-,-,18.03,76.37
64,嘉義縣,2010/01,新港,3.6,0.49,-,27.1,94,45,21.38,5.03,16.35,-,-,-,16.77,75.71
65,屏東縣,2010/01,屏東,5.2,0.75,-,32.9,114,67,28.57,3.55,25.02,2.355,0.29,2.066,20.22,67.91
66,屏東縣,2010/01,潮州,6.1,0.58,-,34.2,119,63,22.09,3.96,18.13,-,-,-,20.08,77.11
67,屏東縣,2010/01,恆春,2.0,0.26,403.21,43.3,22,12,3.93,1.63,2.29,-,-,-,21.26,72.65
68,臺東縣,2010/01,臺東,2.1,0.45,-,31.9,33,12,11.53,3.49,8.04,-,-,-,20.17,72.18
69,臺東縣,2010/01,關山,1.9,-,-,26.4,28,16,9.92,2.75,7.17,-,-,-,18.21,76.81
70,花蓮縣,2010/01,花蓮,2.0,0.55,-,20.6,33,22,17.08,4.19,12.89,-,-,-,18.89,75.8
71,澎湖縣,2010/01,馬公,2.3,0.38,-,45.9,57,30,6.59,1.18,5.41,-,-,-,19.97,76.18
72,金門縣,2010/01,金門,9.5,0.67,-,25.1,116,61,27.72,6.95,20.77,-,-,-,14.41,73.64
73,連江縣,2010/01,馬祖,5.3,0.55,-,35.9,75,48,13.67,1.99,11.69,-,-,-,11.31,80.98
,,,,,,,,,,,,,,,,,
